0,0,0,2,0,2,2,3,3,11
0,0,1,4,1,1,2,4,0,14
0,1,1,4,2,4,16,7,10,24
2,4,4,5,7,5,12,18,11,40
0,1,2,7,0,4,2,16,3,19
2,1,4,5,4,3,11,18,10,34
2,2,16,12,2,11,13,17,17,46
3,4,7,18,16,18,17,14,17,73
3,0,10,11,3,10,17,17,3,68
11,14,24,40,19,34,46,73,68,70
