0,1,1,1,1,0,3,7,3,6
1,0,2,5,1,1,4,7,1,5
1,2,1,12,2,4,7,10,9,21
1,5,12,2,1,8,13,17,7,45
1,1,2,1,1,4,11,10,8,14
0,1,4,8,4,3,7,21,7,37
3,4,7,13,11,7,8,17,16,57
7,7,10,17,10,21,17,16,18,62
3,1,9,7,8,7,16,18,7,62
6,5,21,45,14,37,57,62,62,80
