0,0,1,1,2,2,2,4,3,8
0,0,4,2,1,3,2,2,5,8
1,4,3,5,2,3,4,11,8,26
1,2,5,5,7,4,14,19,13,38
2,1,2,7,0,4,8,9,7,14
2,3,3,4,4,2,10,13,11,41
2,2,4,14,8,10,11,27,12,50
4,2,11,19,9,13,27,12,19,73
3,5,8,13,7,11,12,19,9,49
8,8,26,38,14,41,50,73,49,81
