0,0,2,0,1,0,2,5,3,10
0,1,0,1,1,2,2,4,3,12
2,0,1,9,0,4,11,7,6,29
0,1,9,1,3,13,14,23,9,39
1,1,0,3,1,1,9,7,8,22
0,2,4,13,1,6,14,8,12,29
2,2,11,14,9,14,4,23,17,51
5,4,7,23,7,8,23,14,18,78
3,3,6,9,8,12,17,18,8,53
10,12,29,39,22,29,51,78,53,73
