0,0,3,0,0,2,2,6,4,6
0,0,2,2,1,1,4,5,2,10
3,2,3,11,5,2,6,8,8,19
0,2,11,5,7,6,10,16,9,42
0,1,5,7,0,5,7,5,6,18
2,1,2,6,5,4,11,19,11,30
2,4,6,10,7,11,11,20,17,52
6,5,8,16,5,19,20,13,22,74
4,2,8,9,6,11,17,22,8,50
6,10,19,42,18,30,52,74,50,84
