0,1,0,2,0,2,2,3,0,13
1,0,4,3,1,1,2,3,4,8
0,4,1,0,5,6,10,10,9,24
2,3,0,7,4,14,17,12,11,36
0,1,5,4,0,2,5,12,6,19
2,1,6,14,2,0,10,16,11,33
2,2,10,17,5,10,9,20,20,47
3,3,10,12,12,16,20,16,21,72
0,4,9,11,6,11,20,21,9,45
13,8,24,36,19,33,47,72,45,86
