0,0,1,2,0,2,2,5,1,10
0,0,2,1,1,2,4,3,2,12
1,2,1,16,2,3,2,12,7,23
2,1,16,4,6,5,11,22,14,28
0,1,2,6,0,4,10,7,5,19
2,2,3,5,4,6,13,21,11,22
2,4,2,11,10,13,7,20,17,58
5,3,12,22,7,21,20,19,19,54
1,2,7,14,5,11,17,19,9,51
10,12,23,28,19,22,58,54,51,96
