1,1,0,1,2,0,2,7,4,4
1,1,0,3,1,2,5,6,2,5
0,0,3,2,1,7,5,12,5,32
1,3,2,7,4,10,11,11,17,40
2,1,1,4,2,3,5,2,6,26
0,2,7,10,3,5,11,13,10,29
2,5,5,11,5,11,7,21,20,57
7,6,12,11,2,13,21,12,26,79
4,2,5,17,6,10,20,26,5,45
4,5,32,40,26,29,57,79,45,76
